id	tgt_text
23262	▁i ▁think ▁it ▁was ▁done ▁on ▁purpose ▁on ▁purpose ▁to ▁break ▁my ▁father s ▁heart
23269	▁that ▁is ▁great ▁then ▁let ▁me ▁die ▁let ▁me ▁put ▁a ▁na il ▁in ▁my ▁chest
23498	▁what ▁is ▁this ▁like ▁that ▁the ▁truth ▁is ▁reveal ed ▁and ▁the ▁flow ▁of ▁change s ▁in ▁society ▁as ▁a ▁whole ▁is ▁rising
23518	▁yes ▁so ▁i ▁prepar ed ▁this ▁is ▁on ly ▁ask ▁about ▁the ▁ru mor s ▁of ▁kim ▁hakrae
23588	▁and ▁in ▁20 19 ▁we ▁hel d ▁our ▁40 th anniversar y ▁concert ▁in ▁twenty one ▁regions
23590	▁and ▁after ▁film ing ▁for ▁al most ▁three ▁years ▁the ▁ ed iting ▁is ▁now ▁over ▁so ▁there ▁will ▁be ▁a ▁movie ▁tomorrow ▁a ▁document ary ▁about ▁jeong ▁tae chun
23591	▁i f ▁you ▁had nt ▁read ▁hundred s ▁and ▁thousand s ▁of ▁books ▁these ▁word s ▁would nt ▁exist
23607	▁what ▁was ▁the ▁tri gger
23642	▁some how ▁i ▁ended ▁up ▁acting
23755	▁then ▁now ▁ill ▁tell ▁you ▁what ▁kind ▁of ▁life ▁our ▁actress ▁min ae ▁has ▁walk ed ▁through
23764	▁so ▁i ▁could nt ▁go ▁back pack ing ▁to ▁in dia ▁because ▁of ▁that ▁and ▁i ▁still ▁cant
23766	▁the ▁director ▁said ▁a ▁support ing ▁director ▁is ▁someone ▁who ▁act s ▁on ▁be half ▁of ▁the ▁director ▁when ▁im ▁not ▁there
23842	▁i ▁think ▁the ▁great est ▁honor ▁of ▁life ▁is ▁not ▁that ▁we ▁try ▁not ▁to ▁fall ▁but ▁the ▁power ▁to ▁stand ▁up ▁again ▁even ▁i f ▁we ▁fall
23868	▁so ▁i ▁decide d ▁to ▁study ▁law ▁first ▁so ▁i ▁we nt ▁to ▁law ▁school
23883	▁i ▁felt ▁like ▁my ▁heart ▁was ▁falling ▁apart
23971	▁your ▁life ▁mus t ▁be ▁to ugh ▁right ▁now ▁but ▁i f ▁you ▁have ▁something ▁you ▁like ▁challenge ▁it ▁once ▁and ▁try
24033	▁so ▁we ▁were nt ▁financial ly ▁a bundan t ▁but ▁when ▁his ▁children ▁want ed ▁something ▁he ▁did nt ▁oppose ▁it
24075	▁now ▁the ▁two ▁mother s ▁who ▁made ▁ oh ▁jungh ae ▁the ▁two ▁father s ▁let s ▁take ▁a ▁look ▁at ▁the ▁second ▁mother
24076	▁as ▁expect ed ▁the ▁mother ▁of ▁pan so ri ▁master ▁singer ▁kim ▁so hee
24098	▁after ▁follow ing ▁the ▁teacher ▁who ▁had ▁be en ▁bro oming ▁all ▁day ▁i ▁thought ▁i ▁should ▁do ▁it ▁first ▁the ▁next ▁day
24115	▁i ve ▁never ▁told ▁her ▁before ▁but ▁i ▁think ▁she ▁on ly ▁kne w ▁by ▁feeling
24157	▁i ▁want ed ▁to ▁act ▁i ▁want ed ▁to ▁sound ▁better ▁and ▁i ▁have ▁be en ▁thinking ▁that ▁i ▁want ed ▁to ▁go ▁with ▁both ▁of ▁them
24173	▁the ▁truth ▁is ▁i ▁always ▁live ▁at ▁home ▁like ▁a ▁board er ▁but ▁i ▁know ▁how ▁to ▁do ▁it ▁so ▁once ▁in ▁a ▁while ▁once ▁i ▁cook ▁something ▁i ▁am ▁quit e ▁confident ▁to ▁tell ▁to ▁eat ▁with out ▁tast ing ▁myself
24203	▁so ▁i ▁am ▁pass ing ▁on ▁to ▁my ▁son ▁of ▁what ▁i ve ▁learn ed ▁from ▁my ▁teacher
24208	▁we ▁deal t ▁serious ly ▁the ▁pain ▁that ▁je ju ▁island ▁has ▁though ▁we ▁would ▁never ▁know ▁how ▁much ▁pain ▁the ▁people ▁there ▁would ▁have
24221	▁first ▁of ▁all ▁let ▁us ▁listen ▁to ▁the ▁song ▁this ▁is ▁the ▁stage ▁of ▁one ▁plu s ▁one ▁rest ▁area
24349	▁nice ▁to ▁meet ▁you ▁i ▁real ly ▁want ed ▁to ▁be ▁on ▁this ▁show ▁im ▁so ▁honor ed ▁to ▁be ▁invite d ▁thank ▁you
24352	▁actually ▁im ▁tell ing ▁you ▁in ▁case ▁you ▁misunderstand ▁but ▁we ▁can not ▁have ▁all ▁the ▁guests ▁just ▁because ▁you ▁ask ed ▁us ▁on ▁the ▁bull etin ▁board ▁for ▁them ▁to ▁appear ▁on ▁the ▁show
24410	▁after ▁chang ing ▁her ▁di aper ▁i ▁we nt ▁to ▁the ▁bathroom ▁and ▁cri ed ▁alone ▁but ▁after ▁my ▁mom ▁noticed ▁that ▁i ▁cri ed ▁i f ▁she ▁want ed ▁to ▁go ▁to ▁the ▁bathroom
24418	▁as ▁you ▁said ▁before ▁the ▁first ▁contest ▁song ▁was ▁my ▁dear ▁that ▁you ▁sang ▁just ▁before
24429	▁its ▁m s ▁yoon ▁taehwa s ▁perform ance ▁point ▁point ▁point
24441	▁so ▁are ▁you ▁hav ing ▁a ▁good ▁time ▁these ▁days
24451	▁he ▁told ▁me ▁that ▁miss ▁trot ▁2 ▁is ▁on ▁this ▁time ▁and ▁to le ▁me ▁to ▁apply
24482	▁i ▁want ▁to ▁say ▁this ▁to ▁taehwa ▁too ▁now ▁f ly ▁away ▁your ▁mom ▁will ▁be ▁healthy ▁and ▁live ▁hard ▁your ▁young er ▁brother ▁will ▁work ▁hard ▁as ▁well
24492	▁both ▁are ▁good
24499	▁back ▁then ▁it ▁was ▁not ▁an ▁easy ▁challenge ▁for ▁a ▁young ▁fe male ▁singer ▁to ▁try ▁trot
24526	▁with ▁the ▁heart s ▁of ▁our ▁lad ies ▁and ▁the ▁heart s ▁of ▁all ▁our ▁viewers ▁we ▁will ▁cheer ▁for ▁yoon ▁taehwa s ▁singing ▁life ▁with ▁big ▁applause
24580	▁e special ly ▁for ▁intell e ctually ▁dis able d ▁people ▁famili es ▁with ▁sing le ▁mother s ▁and ▁sing le ▁father s ▁cant ▁take ▁the ir ▁children ▁to ▁work ▁anywhere
24638	▁so ▁i f ▁i ▁dress ▁up ▁better ▁and ▁walk ▁with ▁these ▁kid s ▁more ▁confidently ▁people ▁will ▁appreciat e ▁our ▁kid s ▁more
24684	▁i ▁tri ed ▁to ▁create ▁the ▁feeling ▁of ▁hav ing ▁a ▁pic nic ▁as ▁much ▁as ▁possibl e ▁and ▁i ▁am ▁try ing ▁to ▁maintain ▁that ▁rep utation ▁this ▁year
24695	▁the ▁reason ▁i ▁have ▁eight ▁business ▁card s ▁may ▁be ▁because ▁i ▁have ▁a ▁variet y ▁of ▁field s ▁but ▁i ▁think ▁this ▁is ▁because ▁i ▁am ▁interest ed ▁in ▁man y ▁field s ▁a ▁bit
24697	▁there ▁are ▁man y ▁case s ▁where ▁you ▁dont ▁always ▁do ▁it ▁for ▁money ▁but ▁why ▁do ▁you ▁do ▁so ▁man y ▁jobs ▁even ▁i f ▁you ▁dont ▁earn ▁that ▁much ▁why ▁are ▁you ▁doing ▁so ▁much
24801	▁it ▁mus t ▁have ▁be en ▁un expect ed ▁at ▁the ▁time ▁could ▁it ▁be ▁that ▁the ▁food ▁was ▁the ▁reason ▁you ▁stay ed ▁for ▁the ▁long est
24872	▁were ▁prepar ing ▁for ▁the ▁exhibition ▁for ▁the ▁1000 th ▁year ▁anniversar y ▁so ▁we ▁cant ▁do ▁it ▁together
24878	▁when ▁we ▁see ▁them ▁touch ed ▁its ▁the ▁most ▁rewarding ▁and ▁touch ing ▁moment
24891	▁i ▁think ▁its ▁so ▁cool ▁to ▁see ▁you ▁in ▁your ▁uniform ▁its ▁be en ▁about ▁a ▁month ▁since ▁you ▁wo re ▁a ▁polic e ▁uniform
24933	▁so ▁before ▁i ▁eat ▁i ▁cal culate ▁the ▁ calorie s ▁that ▁are ▁abs or bed ▁and ▁the ▁ calorie s ▁that ▁are ▁released
24938	▁and ▁i ▁was ▁train ed ▁a ▁lot ▁in ▁taek won do ▁at ▁the ▁cent ral ▁polic e ▁school
24960	▁yes ▁i ▁got ▁married ▁here ▁and ▁settled ▁down ▁here ▁so ▁he ▁was ▁real ly ▁again st ▁marriage ▁at ▁that ▁time
24973	▁should ▁it ▁be ▁said ▁to ▁be ▁the ▁driv ing ▁force ▁that ▁was ▁ able ▁to ▁make ▁all ▁of ▁them ▁one ▁by ▁one ▁where ▁does ▁the ▁great est ▁strength ▁come ▁from
25018	▁i ▁got ▁a ▁lot ▁of ▁interest ▁at ▁first ▁the ▁multi curator ▁system ▁is ▁a ▁great ▁fe ature ▁of ▁this ▁bi en nal e
25073	▁con temporary ▁art ▁is ▁difficult ▁compar ed ▁to ▁popular ▁art ▁and ▁movies
25076	▁before ▁going ▁to ▁watch ▁drama s ▁or ▁other ▁movies ▁we ▁do ▁a ▁lot ▁of ▁searche s ▁and ▁read ▁a ▁lot ▁of ▁re view s
25160	▁even ▁so ▁radish ▁c abb age ▁pepper s ▁are ▁an ▁important ▁vegetable ▁that ▁we ▁cant ▁live ▁with out ▁so ▁we ▁focus ▁on ▁that
25171	▁i ▁found ▁out ▁later ▁that ▁it ▁was ▁a ▁famous ▁place ▁to ▁eat ▁grap es ▁like ▁this
25174	▁he ▁di ed ▁now ▁but ▁he ▁made ▁a ▁connect ion ▁why ▁dont ▁you ▁do ▁it ▁with ▁us
25182	▁there ▁was ▁a ▁process ▁where ▁they ▁sub mitte d ▁an ▁appli cation ▁to ▁the ▁provinc ial ▁office ▁of ▁education ▁to ▁do ▁a ▁rent al ▁business
25253	▁yes ▁i f ▁you ▁look ▁at ▁the ▁beginning ▁of ▁your ▁activities ▁you ▁can ▁see ▁it ▁as ▁the ▁dream ▁family ▁or ch e stra
25263	▁when ▁the ▁kid s ▁got ▁together ▁the ▁next ▁week ▁they ▁w rote ▁me ▁a ▁handwrit ten ▁letter ▁were ▁working ▁hard ▁and ▁we ▁want ▁to ▁do ▁this ▁again ▁this ▁year ▁please ▁help ▁us
25341	▁in ▁general ▁from ▁vari ous ▁view point s ▁i ▁educat ed ▁students ▁a ▁lot ▁last ▁year
25415	▁now ▁what ▁kind ▁of ▁things ▁can ▁i ▁mentally ▁share ▁with ▁people ▁around ▁me ▁like ▁this
25445	▁to ▁put ▁it ▁simpl y ▁social ▁agricultur e ▁refer s ▁to ▁the ▁act ▁of ▁bring ing ▁in ▁social ly ▁margin alize d ▁people ▁in to ▁society ▁and ▁participat ing ▁in ▁agricultur al ▁activities ▁together
25453	▁yes ▁most ▁of ▁the ▁subject s ▁of ▁the ▁social ▁farm ▁we ▁have ▁be en ▁doing ▁so ▁far ▁are ▁the ▁development ally ▁dis able d ▁then ▁the ▁margin alize d ▁the ▁peas ants ▁the ▁migrant s ▁and ▁then ▁the ▁migrant s ▁are ▁includ ed
25506	▁well ▁then ▁what ▁were ▁the ▁reaction s ▁and ▁the ▁process ▁when ▁you ▁participated ▁and ▁host ed ▁the ▁event
25529	▁then ▁there ▁are ▁those ▁of ▁you ▁who ▁dont ▁have ▁the ▁ courage ▁like ▁me ▁but ▁have ▁thought ▁about ▁it ▁at ▁lea st ▁once
25691	▁gwangju ▁met ropol itan ▁city ▁tries ▁to ▁reduce ▁the ▁social ▁ gap ▁whi ch ▁is ▁the ▁most ▁important ▁problem ▁in ▁our ▁society ▁with ▁a ▁life respect ing ▁and ▁people center ed ▁idea
25732	▁thats ▁why ▁they ▁have ▁to ▁put ▁out ▁ strict ▁standard s ▁but ▁there ▁was ▁some ▁nois e ▁in ▁person nel ▁matter s
25743	▁are ▁you ▁plann ing ▁to ▁coordinat e ▁that ▁wisely
25776	▁it ▁was ▁not ▁a ▁conflict ▁but ▁at ▁the ▁center ▁of ▁the ▁great ▁tra ject ory ▁of ▁my ▁life ▁as ▁a ▁civi c ▁activ ist
25855	▁basic ally ▁would nt ▁it ▁be ▁the ▁function ▁of ▁ national ▁universities ▁to ▁provide ▁man y ▁citizen s ▁with ▁the ▁opportunit y ▁to ▁receive ▁higher ▁education ▁at ▁low ▁tuition ▁fe es
25915	▁to ▁be ▁exact ▁the ▁bigge st ▁cooperative ▁is ▁n onghy up
25925	▁so ▁there ▁are ▁these ▁effects ▁that ▁can ▁lower ▁production ▁cost s ▁so ▁we ▁made ▁some ▁natural ▁dream ▁park s ▁ourselves
26001	▁and ▁were ▁talk ing ▁a ▁lot ▁about ▁our ▁lives ▁with ▁each ▁other ▁a mong ▁them ▁this ▁is ▁not ▁just ▁a ▁matter ▁of ▁food
26010	▁and ▁now ▁al though ▁the ▁sc al e ▁is ▁small ▁we ▁need ▁to ▁make ▁those ▁possibilit ies ▁a ▁little ▁bit ▁real
26063	▁so ▁from ▁the ▁pers p ective ▁of ▁small ▁and ▁medi um size d ▁compani es ▁that ▁real ly ▁need ▁people ▁i ▁think ▁it ▁would ▁be ▁better ▁to ▁make ▁the ▁most ▁of ▁the ▁youth ▁tomorrow ▁fill ▁d eduction
26064	▁yes ▁yes ▁the ▁surviv al ▁ rate ▁after ▁three ▁years ▁of ▁start ing ▁a ▁business ▁is ▁not ▁that ▁high
26115	▁i f ▁so ▁i ▁was ▁wonder ing ▁i f ▁there ▁is ▁any ▁way ▁to ▁improve ▁those ▁parts ▁even ▁a ▁little
26147	▁the ▁ commerc ial ▁re location ▁project ▁includ es ▁the ▁demo li tion ▁and ▁comp en s ation ▁of ▁fifty two ▁households ▁and ▁twenty seven ▁ commerc ial ▁facilit ies ▁and ▁there ▁are ▁still ▁ pend ing ▁issue s ▁ such ▁as ▁the ▁creat ion ▁of ▁a ▁re location ▁complex
26253	▁so ▁yes ▁there ▁are ▁three ▁road s ▁and ▁i f ▁you ▁go ▁to ▁the ▁right ▁and ▁left ▁there ▁is ▁an ▁island ▁call ed ▁yongg ung ▁island
26342	▁in ▁fact ▁i ▁receiv ed ▁a ▁lot ▁of ▁cong ratu lations ▁on ▁this ▁award ▁actually ▁obst e trici ans ▁who ▁take ▁care ▁of ▁the ▁deli very ▁of ▁b ab ies ▁were ▁suppose d ▁to ▁be ▁award ed
26355	▁no ▁matter ▁how ▁hard ▁doctors ▁work ▁and ▁promot e ▁i f ▁the ▁pregnan cy ▁results ▁are ▁not ▁good
26413	▁when ▁they ▁read ▁a ▁book ▁they ▁get ▁stress ed ▁out ▁and ▁calm ▁down
26426	▁then ▁i ▁want ▁to ▁live ▁in ▁a ▁rent al ▁house ▁my ▁family ▁members ▁are ▁just ▁my ▁w ife ▁and ▁me
26472	▁in ▁addition ▁to ▁universities ▁i ▁met ▁vari ous ▁institutions ▁ such ▁as ▁cultur e ▁science ▁and ▁technology ▁and ▁education ▁and ▁on ▁the ▁one ▁hand ▁the ▁cent ral ▁government
26487	▁we ▁take ▁in to ▁account ▁the ▁con cept ▁of ▁an ▁open ▁cultur al ▁city ▁where ▁the ▁local ▁community ▁take s ▁care ▁of ▁it
26500	▁there ▁are ▁things ▁that ▁are ▁chang ing ▁little ▁by ▁little ▁do ▁you ▁feel ▁it
26522	▁gwangju ▁ swimming ▁cha mp ionships ▁is ▁going ▁to ▁be ▁hel d ▁next ▁year ▁right
26599	▁later ▁after ▁trial ▁and ▁error ▁could ▁you ▁make ▁the ▁clothes ▁for ▁him
26652	▁the ▁style ▁was ▁popular ▁in ▁the ▁70 s ▁whi ch ▁was ▁call ed ▁tru mpet ▁pants ▁or ▁ hip ▁pants
26663	▁i ▁met ▁a ▁wide ▁ range ▁of ▁customers ▁ac ross ▁the ▁country ▁in ▁order ▁to ▁explo re ▁my ▁tailor ing ▁skills
26668	▁i ▁w rote ▁a ▁letter ▁includ ing ▁the ▁material s ▁i ▁want ▁to ▁learn ▁and ▁visit ed ▁them ▁and ▁they ▁greet ed ▁me ▁say ing ▁im ▁glad ▁to ▁meet ▁you
26694	▁most ▁of ▁all ▁our ▁medic al ▁community ▁is ▁one ▁of ▁the ▁most ▁con servati ve ▁institutions
26713	▁i f ▁so ▁this ▁is ▁a lso ▁my ▁personal ▁opinion ▁about ▁the ▁sense ▁of ▁sharing ▁it ▁with ▁each ▁other ▁i ▁think ▁its ▁includ ed
26717	▁so ▁its ▁kind ▁of ▁a ▁case ▁where ▁the ▁inflammat ion ▁cut ▁through ▁the ▁palat e ▁because ▁of ▁that ▁he ▁could nt ▁eat
26808	▁thats ▁right ▁as ▁it ▁gradua lly ▁became ▁know n ▁at ▁first ▁i ▁wonder ed ▁i f ▁i ▁would ▁continue ▁or ▁not ▁to ▁do ▁i ▁thought ▁it ▁was ▁ temporary
26816	▁i ▁think ▁they ▁feel ▁like ▁they ▁have ▁birth day ▁part ies ▁for ▁the ir ▁70 th ▁or ▁80 th ▁anniversar y ▁as ▁man y ▁as ▁130 ▁people
26956	▁its ▁competitive ▁enough ▁its ▁exce ll ent ▁in ▁taste ▁safety ▁hy gi en e ▁and ▁everything
26967	▁its ▁about ▁17 ▁or ▁18 ▁container s ▁but ▁thats ▁just ▁the ▁beginning ▁and ▁its ▁going ▁to ▁be ▁a ▁lot ▁more ▁in ▁the ▁future
26996	▁when ▁i ▁we nt ▁around ▁to ▁say ▁hello ▁to ▁fisherm en ▁they ▁said ▁why ▁do ▁you ▁join ▁the ▁company ▁whi ch ▁is ▁about ▁to ▁go ▁out ▁of ▁business
27006	▁i f ▁wan do ▁county ▁office ▁the ▁current ▁major ▁share hold er ▁could ▁make ▁conce ssions ▁for ▁the ▁first ▁time ▁i ▁would ▁pay ▁double ▁the ▁bank ▁interest
27034	▁still ▁its ▁something ▁we ▁have ▁to ▁overcome ▁and ▁what ▁will ▁happen ▁to ▁the ▁korean ▁ab alone ▁industry ▁i ▁think ▁there s ▁a ▁lot ▁of ▁pot ential s
27063	▁the ▁jack et ▁your e ▁wear ing ▁today ▁is ▁a lso ▁the ▁uniform ▁of ▁the ▁world ▁ swimming ▁cha mp ionships ▁let s ▁talk ▁about ▁that ▁first
27070	▁it ▁will ▁become ▁the ▁four th ▁country ▁in ▁the ▁world ▁to ▁host ▁all ▁f ive ▁competition s ▁and ▁an ▁opportunit y ▁to ▁develop ▁in to ▁a ▁s ports ▁power house
27078	▁how ever ▁the ▁ma xi mum ▁capa city ▁of ▁the ▁ swimming ▁p ool ▁at ▁nam bu ▁university ▁is ▁on ly ▁3000 ▁people ▁so ▁we ▁are ▁going ▁to ▁expand ▁its ▁capa city ▁to ▁11 000 ▁people
27084	▁when ▁they ▁see ▁me ▁wear ing ▁this ▁uniform ▁they ▁say ▁that ▁the ▁clothes ▁are ▁unique ▁thats ▁when ▁i ▁start ▁promoting
27102	▁thats ▁what ▁they ▁are ▁talk ing ▁so ▁we ▁will ▁do ▁our ▁best ▁to ▁encourage ▁north ▁korea ▁to ▁participate ▁in ▁the ▁event
27109	▁i ▁think ▁that ▁find ing ▁out ▁the ▁truth ▁or ▁creat ing ▁a ▁jud icial ▁bran ch ▁is ▁the ▁spi rit ▁of ▁the ▁times ▁who ▁can ▁stop ▁the ▁flow ▁of ▁the ▁river ▁of ▁history
27119	▁at ▁the ▁same ▁time ▁gwangju ▁is ▁set ting ▁an ▁example ▁in ▁solid ar ity ▁with ▁the ▁moon light ▁al liance ▁that ▁is ▁d al gu be ol ▁daegu ▁and ▁bit go eul ▁gwangju
27169	▁through ▁change ▁and ▁in novation ▁i ▁made ▁a ▁prom ise ▁to ▁build ▁gwangju ▁whi ch ▁is ▁just ▁and ▁prosperous
27178	▁hello ▁everyone ▁i ▁am ▁jeong ▁eun a h ▁from ▁in tensive ▁inter view ▁this ▁person
27183	▁i d ▁like ▁to ▁invite ▁local ▁innovat or ▁ceo ▁park ▁jin ▁to ▁talk ▁about ▁vari ous ▁things ▁today
27271	▁and ▁we ▁need ▁to ▁establish ▁a ▁local ▁i d ▁center ▁so ▁it ▁cost s ▁a ▁lot ▁of ▁money
27283	▁for ▁example ▁there ▁is ▁hyun dai ▁motor s ▁in ▁ ul san ▁and ▁for ▁example ▁po sco ▁is ▁locat ed ▁in ▁po hang ▁each ▁region ▁has ▁its ▁own ▁special ty
27310	▁its ▁about ▁130 8 ▁vehicle s ▁short ▁of ▁the ▁number ▁of ▁vehicle s ▁st ipulat ed ▁by ▁law ▁in ▁order ▁to ▁make ▁up ▁for ▁that
27357	▁and ▁now ▁we ▁have ▁run ▁the ▁group ▁a long ▁with ▁the ▁recommendation s ▁from ▁the ▁mu n icipa lity
27393	▁i ▁think ▁the ▁direct ion ▁of ▁the ▁city ▁and ▁county s ▁welfare ▁will ▁be ▁established
27402	▁its ▁a ▁project ▁that ▁contain s ▁the ▁future ▁value ▁of ▁gwangju ▁city ▁thats ▁why ▁im ▁look ing ▁for ward ▁to ▁it ▁even ▁more ▁there ▁is ▁someone ▁who ▁is ▁working ▁harder ▁than ▁an yone ▁else ▁on ▁this ▁project
27505	▁there ▁is ▁a ▁person ▁who ▁has ▁collect ed ▁over ▁12 000 ▁record s ▁that ▁contain ▁the ▁cultur e ▁and ▁history ▁of ▁the ▁go ryeo ▁people ▁its ▁kim ▁by ung hak ▁a ▁researcher ▁of ▁the ▁go ryeo ▁people
27522	▁he ▁w rote ▁a ▁ very ▁famous ▁ patriot ic ▁play ▁title d ▁northe ast ▁line ▁its ▁a ▁story ▁about ▁the ▁fierce ▁anti japanese ▁labor ▁movement
27534	▁with ▁the ▁effort ▁of ▁the ▁gwangsangu ▁office ▁it ▁will ▁be ▁open ed ▁in ▁the ▁second ▁half ▁of ▁this ▁year ▁after ▁internal ▁re novation s
27540	▁there s ▁something ▁i ▁want ▁to ▁tell ▁you ▁in ▁199 1 ▁in ▁the ▁gwangju ▁and ▁jeollanamdo ▁regions
27581	▁it ▁could ▁be ▁a ▁way ▁to ▁solve ▁those ▁problem s ▁at ▁the ▁end ▁of ▁last ▁year ▁you ▁publish ed ▁a ▁book ▁title d ▁who ▁are ▁the ▁go ryeo ▁people
27583	▁on ▁the ▁occasion ▁of ▁anniversar ies ▁there ▁was ▁an ▁exhibition ▁of ▁the ▁historical ▁rel ics ▁of ▁the ▁go ryeo ▁people ▁relat ed ▁to ▁the ▁anti japanese ▁movement ▁at ▁the ▁gwangju ▁city ▁hall
27587	▁these ▁go ryeo ▁people ▁made ▁a ▁lot ▁of ▁achievement s ▁in ▁academ ic ▁field s ▁when ▁we ▁recognize ▁it ▁proper ly ▁we ▁know ▁the ▁actual ▁value ▁of ▁the ▁go ryeo ▁people
27593	▁please ▁tell ▁us ▁about ▁your ▁plans
27630	▁you ▁chose ▁basic ▁medicine ▁when ▁your ▁colle ague s ▁were ▁residents ▁can ▁i ▁ask ▁you ▁why
27670	▁or ▁even ▁statistic s ▁show ▁that ▁they ▁are ▁mov ing ▁in to ▁vari ous ▁field s ▁how ▁man y ▁case s ▁are ▁there ▁in ▁korea ▁compar ed ▁to ▁it
27715	▁e special ly ▁those ▁worri ed ▁about ▁debt ▁have ▁never ▁learn ed ▁what ▁debt ▁and ▁finance ▁are ▁at ▁school
27765	▁so ▁i ▁think ▁the ▁lend er ▁who ▁offer s ▁the ▁loan ▁a lso ▁has ▁an ▁ob lig ation ▁and ▁they ▁mus t ▁explain ▁the ▁condition s ▁precis ely
27804	▁ oh ▁yes ▁it ▁was ▁a ▁case ▁of ▁family ▁debt ▁the ▁daughter ▁and ▁son ▁were ▁pay ing ▁off ▁the ir ▁parents ▁debt s
27813	▁the ▁korea ▁scholar ship ▁found ation ▁provide s ▁an ▁in it ial ▁de posit ▁to ▁help ▁those ▁who ▁have ▁be en ▁delinquen t ▁in ▁student ▁loan ▁debt ▁for ▁a ▁long ▁time ▁to ▁restor e ▁the ir ▁credit
27833	▁the ▁social ▁at m osp here ▁is ▁becom ing ▁like ▁that
27840	▁it ▁was ▁suppose d ▁to ▁build ▁a ▁brid ge ▁but ▁was ▁left ▁out ▁of ▁the ▁design ▁and ▁thats ▁what ▁we ▁found ▁out ▁later
27845	▁it ▁is ▁a lso ▁a ▁scene ▁i ▁always ▁wit ness ▁at ▁the ▁hospital ▁where ▁i ▁work
27896	▁im ▁a ▁kind ▁of ▁determine d ▁person ▁but ▁i ▁was ▁total ly ▁start led
27905	▁and ▁even ▁after ▁years ▁of ▁surgery ▁i ve ▁be en ▁ ble ed ing ▁here
27919	▁the ▁lack ▁of ▁understand ing ▁of ▁us ▁that ▁non d is able d ▁people ▁have ▁may ▁a lso ▁be ▁a ▁problem ▁in ▁our ▁society
27950	▁in ▁that ▁sense ▁what ▁we ▁are ▁experienc ing ▁together ▁around ▁the ▁world ▁today ▁is ▁the ▁result ▁of ▁our ▁lives ▁today
27953	▁but ▁now ▁that ▁this ▁world ▁has ▁a ▁lot ▁more ▁exchange s ▁and ▁relationship s
27989	▁before ▁that ▁we ▁could nt ▁call ▁it ▁and ▁it ▁did nt ▁exist ▁exist ence ▁itself ▁is ▁meaning less ▁to ▁us
28076	▁man y ▁migrant ▁workers ▁were ▁living ▁in ▁gwangsangu
28089	▁you ve ▁done ▁a ▁lot ▁of ▁social ▁activities ▁you ▁were ▁a lso ▁the ▁ chair man ▁of ▁the ▁gwangju ▁non regular ▁workers ▁center ▁and ▁the ▁representative ▁worker ▁for ▁the ▁civi c ▁plat form ▁nad eul
28098	▁overcom ing ▁the ▁soc alled ▁year ▁of ▁198 7 ▁system ▁wonder ing ▁i f ▁the ▁society ▁we ▁were ▁look ing ▁for ▁was ▁one ▁like ▁this ▁it ▁is ▁not ▁a ▁matter ▁of ▁any ▁procedur al ▁demo crac y
28119	▁before ▁any ▁honor ▁or ▁desire ▁for ▁power ▁as ▁a ▁member ▁of ▁the ▁ national ▁as s emb ly ▁i ▁should ▁look ▁on ly ▁at ▁the ▁citizen s ▁and ▁continue ▁to ▁discuss ▁things ▁with ▁them
28120	▁i ▁will ▁show ▁you ▁politic s ▁through ▁whi ch ▁i ▁follow ▁the ▁will ▁of ▁the ▁citizen ry
28139	▁now ▁when ▁the ▁ national ▁as s emb ly ▁begins ▁what ▁are ▁the ▁first ▁things ▁you ▁want ▁to ▁focus ▁on ▁for ▁region al ▁development
28150	▁its ▁be en ▁a ▁while ▁actually
28196	▁there fore ▁the ▁auth or ity ▁to ▁operate ▁while ▁increas ing ▁the ▁local ▁ grant ▁ rate ▁and ▁the ▁local ▁ grant ▁ rate ▁that ▁local ▁governments ▁can ▁use ▁auto no mous ly ▁is ▁hand ed ▁over ▁to ▁local ▁governments
28211	▁you ▁all ▁know ▁the ▁word ▁identity ▁its ▁a ▁word ▁that ▁has ▁a ▁di ction ary ▁meaning ▁of ▁a ▁tra it ▁that ▁a ▁person ▁essential ly ▁has
28238	▁it ▁mus t ▁be ▁a ▁ very ▁difficult ▁task ▁to ▁show ▁the ▁world ▁what ▁no ▁one ▁else ▁has ▁discover ed ▁did ▁you ▁have ▁any ▁difficulties
28262	▁actually ▁there ▁are ▁a ▁lot ▁of ▁things ▁that ▁were ▁sold ▁out ▁because ▁they ▁were ▁hung ry
28347	▁i f ▁you ▁turn ▁around ▁like ▁this ▁for ▁just ▁one ▁moment ▁out ▁of ▁that ▁de sp air ▁and ▁think ▁again ▁dont ▁you ▁see ▁a ▁new ▁path
28437	▁give n ▁the ▁circumstance s ▁obvious ly ▁the ▁c ze ch ▁leg ion
28446	▁and ▁since ▁most ▁of ▁our ▁com patriot s ▁were ▁in ▁the ▁ gan do ▁region ▁the ▁terri tory ▁where ▁those ▁independen t ▁force s ▁were ▁active
28473	▁we ▁decide d ▁that ▁it ▁would ▁be ▁better ▁for ▁us ▁to ▁go ▁and ▁meet ▁up ▁with ▁citizen s ▁on ▁the ▁street
28594	▁i f ▁you ▁on ly ▁an alyze ▁it ▁tho rough ly ▁and ▁make ▁an ▁effort ▁you ▁may ▁succeed ▁in ▁return ing ▁to ▁farm ing ▁with ▁few er ▁trial s ▁and ▁error s
